close,date,high,low,open,volume
94.9753,2019-08-12,98.9959,94.5954,98.9959,1492200
96.5687,2019-08-13,98.2455,93.8543,95.2717,1243200
92.4925,2019-08-14,95.318,92.4184,94.6881,1241500
92.0478,2019-08-15,93.3633,91.3438,92.6315,1371500
93.1503,2019-08-16,93.7987,92.3628,92.7612,1078600
93.7617,2019-08-19,94.6047,92.335,94.2619,1375100
93.4467,2019-08-20,94.8363,93.1317,93.493,865900
93.8636,2019-08-21,95.1606,93.7431,94.475,915000
93.984,2019-08-22,94.7992,93.2058,93.9655,842000
90.0424,2019-08-23,93.0544,89.1779,93.0451,2027700
91.9017,2019-08-26,91.9389,90.2005,90.7304,1123600
92.4037,2019-08-27,92.8592,91.9854,92.2921,1270900
95.0345,2019-08-28,95.2669,91.8645,92.0132,1397300
96.7915,2019-08-29,97.1447,95.5922,96.2895,1000100
94.7091,2019-08-30,98.0743,94.2722,98.0278,960400
93.1381,2019-09-03,94.8207,92.2549,93.6122,1287900
93.2403,2019-09-04,93.9003,92.1898,93.5192,1124500
95.7317,2019-09-05,96.1314,93.5657,94.3094,1466100
96.2523,2019-09-06,97.6002,96.0571,96.4196,2036300
95.3598,2019-09-09,97.0053,94.7184,96.5126,1756000
98.9017,2019-09-10,98.9203,94.5976,95.2297,1262700
96.5405,2019-09-11,98.6414,96.2895,98.6228,982200
92.3479,2019-09-12,97.1447,91.818,97.0424,2116000
90.2656,2019-09-13,93.1381,90.0982,92.9986,2245700
88.9269,2019-09-16,91.0185,88.6387,90.0146,1609300
89.4103,2019-09-17,90.4236,87.988,88.8804,1253600
86.9654,2019-09-18,89.8937,86.0172,89.2523,2234800
85.5989,2019-09-19,87.2443,85.3386,87.0956,1744600
84.0278,2019-09-20,85.9986,83.8977,84.9203,2174000
85.6733,2019-09-23,86.8818,83.749,83.7583,1473400
84.9482,2019-09-24,86.3705,84.5113,85.3758,928100
84.2323,2019-09-25,85.2456,83.5165,84.9389,1151200
82.6985,2019-09-26,84.1022,82.1872,83.5258,1796700
82.745,2019-09-27,83.6653,82.4382,83.3213,1375700
84.0743,2019-09-30,84.5949,83.0425,83.0425,1760300
83.4794,2019-10-01,85.5431,82.8844,85.3479,1456200
84.1952,2019-10-02,84.6507,82.8008,83.8047,2713400
86.6029,2019-10-03,86.7423,83.9256,84.3253,2802500
86.5564,2019-10-04,87.6998,85.9893,86.4634,1353400
85.571,2019-10-07,87.3559,85.4037,86.5192,1696600
85.5896,2019-10-08,86.9654,84.2695,85.7755,2287900
86.4448,2019-10-09,87.3373,85.8778,85.8778,1245000
86.5657,2019-10-10,86.9283,85.9522,86.0358,1081700
87.6719,2019-10-11,88.6108,86.919,87.6348,1744300
87.1513,2019-10-14,87.8857,86.3147,87.4395,718400
87.1885,2019-10-15,87.4674,86.1381,86.7423,1101400
86.8725,2019-10-16,88.0717,86.8167,87.1328,1245100
86.3612,2019-10-17,87.6533,86.1752,87.4953,1492300
86.7516,2019-10-18,87.2815,85.6082,85.8964,2214300
85.9336,2019-10-21,87.3745,85.7198,87.3745,1478000
87.5139,2019-10-22,87.988,85.5152,85.9614,1183500
88.4249,2019-10-23,88.5923,86.5936,87.3931,2775600
91.1022,2019-10-24,91.8924,88.2483,91.065,3820400
89.6706,2019-10-25,90.814,88.8711,90.2191,1910900
88.9734,2019-10-28,90.7768,88.7968,90.1354,995500
88.741,2019-10-29,88.7968,87.3187,88.5272,1433300
90.1819,2019-10-30,90.2934,88.5551,88.583,1112900
88.3319,2019-10-31,89.9588,87.8114,89.8751,1168000
89.0385,2019-11-01,89.1407,88.4342,88.9734,825800
89.8007,2019-11-04,90.5816,89.1128,89.4382,1152500
90.7025,2019-11-05,91.2881,89.7171,90.1354,968000
89.1779,2019-11-06,90.6932,88.397,90.498,994600
88.2204,2019-11-07,90.2005,88.0903,89.2709,1082600
88.146,2019-11-08,88.49,87.4117,88.0903,796600
89.6613,2019-11-11,89.7264,87.6626,88.0531,857000
89.8286,2019-11-12,89.8658,88.4156,89.3638,887400
90.1075,2019-11-13,91.1859,88.4621,89.4103,1031900
90.6932,2019-11-14,91.3625,88.4993,90.1912,856500
91.5577,2019-11-15,91.7715,90.6374,90.6374,1342600
90.9163,2019-11-18,92.0132,89.8472,91.3904,1055300
89.745,2019-11-19,90.8605,89.5869,90.7954,1275200
90.0424,2019-11-20,90.1447,88.6852,89.7171,911300
89.9867,2019-11-21,91.1022,89.81,89.9588,1202600
90.6958,2019-11-22,90.8264,89.7161,90.1826,910900
89.2963,2019-11-25,91.6287,89.0444,91.3395,2001300
89.4735,2019-11-26,90.7797,88.9231,89.1003,1700100
89.091,2019-11-27,89.8467,88.6898,89.5668,571100
88.1114,2019-11-29,89.0443,87.8968,88.923,779700
89.3615,2019-12-02,89.7441,88.1953,88.5405,1241000
88.3073,2019-12-03,89.4082,87.2903,88.298,1141200
89.3056,2019-12-04,90.0706,88.5405,88.5405,841300
89.9774,2019-12-05,91.9553,89.8187,90.0613,1206000
90.9663,2019-12-06,91.722,89.7441,91.013,943600
90.9943,2019-12-09,92.711,90.5651,90.5651,1298200
90.6864,2019-12-10,91.638,90.5744,91.4981,848600
90.5278,2019-12-11,91.4141,90.1453,90.6398,660400
91.6847,2019-12-12,92.0113,90.08,90.5185,956100
88.5685,2019-12-13,91.8807,88.5592,91.6381,1095000
87.4396,2019-12-16,89.2029,87.3556,88.8671,1386000
87.1877,2019-12-17,88.102,86.8239,87.1784,2015900
86.8705,2019-12-18,87.7848,85.8442,87.6355,1341800
85.6576,2019-12-19,86.7399,85.5083,86.32,1299800
85.9935,2019-12-20,87.0758,85.499,86.32,2534900
85.9655,2019-12-23,86.8332,85.6949,86.1708,854100
87.2903,2019-12-24,87.6542,86.0775,86.1708,410800
86.2827,2019-12-26,87.7568,85.9935,87.3743,1123100
86.1148,2019-12-27,87.3463,85.9935,86.8518,1146200
86.6746,2019-12-30,87.197,85.7136,86.1334,1214500
87.1784,2019-12-31,87.4769,86.32,86.4973,894100
86.8705,2020-01-02,87.7848,86.2734,87.4116,1068900
85.7976,2020-01-03,86.6466,85.611,86.4133,1527300
85.5083,2020-01-06,85.5083,84.1182,85.0232,1393400
83.9782,2020-01-07,85.499,82.3642,84.6873,2721700
85.5643,2020-01-08,86.0121,83.9876,83.9876,1449500
84.7246,2020-01-09,85.7975,84.4354,85.3684,1116600
85.1538,2020-01-10,85.583,84.4447,84.9019,1345000
84.3328,2020-01-13,85.0138,84.1462,85.0045,970000
84.1368,2020-01-14,85.2657,83.8476,84.2768,1312500
84.3328,2020-01-15,84.9392,83.8289,83.8942,1324900
84.9858,2020-01-16,85.8908,84.4727,84.8459,1176800
86.5719,2020-01-17,86.6839,84.5287,85.0325,1370700
87.365,2020-01-21,88.6245,87.1317,87.2904,2176400
86.6466,2020-01-22,87.6822,86.5253,87.5329,997800
87.3836,2020-01-23,87.4116,85.3311,86.1614,1082800
87.2997,2020-01-24,87.8875,86.6279,87.2717,1935600
87.6915,2020-01-27,87.9901,85.9468,86.1148,1462000
88.6245,2020-01-28,89.8467,87.4676,87.6355,2644700
88.6525,2020-01-29,89.7814,88.4472,88.6805,2129900
87.5422,2020-01-30,89.8654,82.1216,82.8493,4613900
86.7212,2020-01-31,89.5668,84.4727,88.5405,2800900
88.0834,2020-02-03,89.5575,87.6822,87.6822,2263600
84.9952,2020-02-04,89.9494,84.8646,88.9231,2623700
87.6729,2020-02-05,87.6822,85.4803,85.8442,2094600
