close,date,high,low,open,volume,volumetrend_macd,volumetrend_macd_signal,volumetrend_macd_diff,volumetrend_sma_fast,volumetrend_sma_slow,volumetrend_ema_fast,volumetrend_ema_slow,volumetrend_vortex_ind_pos,volumetrend_vortex_ind_neg,volumetrend_vortex_ind_diff,volumetrend_trix,volumetrend_mass_index,volumetrend_dpo,volumetrend_kst,volumetrend_kst_sig,volumetrend_kst_diff,volumetrend_ichimoku_conv,volumetrend_ichimoku_base,volumetrend_ichimoku_a,volumetrend_ichimoku_b,volumetrend_stc,volumetrend_adx,volumetrend_adx_pos,volumetrend_adx_neg,volumetrend_cci,volumetrend_visual_ichimoku_a,volumetrend_visual_ichimoku_b,volumetrend_aroon_up,volumetrend_aroon_down,volumetrend_aroon_ind,volumetrend_psar_up,volumetrend_psar_down,volumetrend_psar_up_indicator,volumetrend_psar_down_indicator,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volumevolatility_bbm,volumevolatility_bbh,volumevolatility_bbl,volumevolatility_bbw,volumevolatility_bbp,volumevolatility_bbhi,volumevolatility_bbli,volumevolatility_kcc,volumevolatility_kch,volumevolatility_kcl,volumevolatility_kcw,volumevolatility_kcp,volumevolatility_kchi,volumevolatility_kcli,volumevolatility_dcl,volumevolatility_dch,volumevolatility_dcm,volumevolatility_dcw,volumevolatility_dcp,volumevolatility_atr,volumevolatility_ui,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama
52.51,2019-08-12,53.15,52.14,52.85,651100,0.0,0.0,0.0,52.14,52.14,52.14,52.14,0.0,0.0,0.0,-29.186308722926434,1.0,22.30037410643368,-299.57364365940657,-299.57364365940657,0.0,53.0,53.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,75.50054805401112,74.87113582208102,0.0,0.0,0.0,52.1346,52.85,0.0,0.0,301.057333333336,52.51,5.733333333333384,0.0,0.0,0.0,0.0,52.71333333333334,50.0,1000.0,52.14,52.14,52.14,0.0,0.0,0.0,0.0,52.71333333333333,52.413333333333334,53.01333333333333,-1.1382319463766175,1.45555555555556,0.0,1.0,53.15,52.85,53.0,-0.5753739930955066,3.366666666666692,0.0,0.0,100.0,0.0,0.0,0.0,0.0,-0.0,336.6666666666692,336.6666666666692,236.6666666666692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.14
52.87,2019-08-13,53.17,52.12,52.28,2045500,-0.001595441595441116,-0.0003190883190882232,-0.0012763532763528929,52.129999999999995,52.129999999999995,52.136923076923075,52.13851851851852,0.03846090236644461,0.014146538801450944,0.024314363564993665,-7.491848868594677e-05,2.2917181705809684,22.310374106433684,-299.70797936257895,-299.64081151099276,-0.06716785158619132,53.0,53.0,53.0,53.0,0.0,0.0,0.0,0.0,-66.66666666666667,75.50054805401112,74.87113582208102,0.0,0.0,0.0,52.1346,52.85,0.0,0.0,372.9367715355836,-0.35999999999999943,3.5389710716984593,-1.0574000000001653,462927.93644788896,462927.93644788896,-0.020280015343309435,52.618008793572464,0.0,1000.0,52.129999999999995,52.14999999999999,52.11,0.07673124880105897,0.25,0.0,0.0,52.61833333333333,52.02333333333333,53.21333333333333,-2.2615691615723246,0.9187675070028032,1.0,1.0,53.15,52.85,53.0,-0.5754843660080513,3.4333333333333695,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,-2.7397260273976736,343.33333333333695,340.00000000000307,243.33333333333695,0.0,0.0,-0.0030600056172951067,-0.0006120011234590214,-0.0024480044938360855,0.05466267759270536,0.010932535518541071,0.043730142074164285,52.13023843492007
49.86,2019-08-14,52.17,49.84,52.15,2110700,-0.18470759165916206,-0.03719678898710299,-0.14751080267205907,51.36666666666667,51.36666666666667,51.783550295857985,51.96825788751715,0.08336871686046118,0.018967485846559936,0.06440123101390124,-0.008737375288718978,3.327974907474652,23.073707439767013,-309.9622713714011,-303.0812981311289,-6.880973240272169,52.510000000000005,52.510000000000005,52.510000000000005,52.510000000000005,0.0,0.0,0.0,0.0,-100.00000000000044,75.50054805401112,74.87113582208102,0.0,8.0,-8.0,52.1346,52.85,1.0,0.0,11940.45677153376,-50.22,76.916109066824,-17.14645714285724,22663.457681511816,242795.6970647004,-2.2014158557116863,52.22252619599759,0.0,956.2547966231774,51.36666666666667,53.52576112705715,49.20757220627618,8.406597509631997,0.14645672186325803,0.0,0.0,52.20777777777778,51.80444444444444,52.611111111111114,-1.545108221422957,3.435261707988958,0.0,1.0,52.17,52.85,52.510000000000005,1.3238157040882537,-3.426470588235293,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,-294.8717948717914,-342.6470588235293,112.45098039215895,-442.6470588235293,0.0,0.0,-0.35542386673602366,-0.07157437424597196,-0.2838494924900517,-0.36153852993024466,-0.06356167757121609,-0.2979768523590286,51.01842522839235
50.46,2019-08-15,50.69,49.49,50.0,1704300,-0.3539868249950118,-0.10055479618868475,-0.25343202880632704,50.8975,50.8975,51.43069640418753,51.78468322918254,0.1726163020038633,0.08035586472593634,0.09226043727792696,-0.024076709806977112,4.51960619916659,23.54287410643368,-316.2648547785701,-306.37718729298916,-9.887667485580948,51.769999999999996,51.769999999999996,51.769999999999996,51.769999999999996,0.0,0.0,0.0,0.0,-113.33919671650536,75.50054805401112,74.87113582208102,0.0,12.0,-12.0,52.1346,52.85,0.0,1.0,12065.509815012021,-100.68,58.65585714638805,-17.21996326530622,2481866.825208079,989152.7397791599,-2.555769788295958,51.69203970183114,0.0,956.2547966231774,50.8975,53.37493314743304,48.42006685256696,9.734989527709768,0.21593582626874072,0.0,0.0,51.670833333333334,51.19583333333333,52.145833333333336,-1.838561406338204,2.7956140350877114,0.0,1.0,50.69,52.85,51.769999999999996,4.243823370499541,-0.5555555555555526,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,-162.57668711656407,-55.555555555555266,-18.28976034858253,-155.55555555555526,0.0,0.0,-0.6835743755125018,-0.19397437449927793,-0.4896000010132239,-0.5937932342028276,-0.1696079888975384,-0.4241852453052892,50.319671146028135
51.65,2019-08-16,51.76,50.77,50.82,1064500,-0.380470704959059,-0.15653797794275962,-0.22393272701629938,50.872,50.872,51.329050803543296,51.709521508502355,0.16246371544314925,0.14152567097076224,0.020938044472387007,-0.03839518316114757,5.884182996358243,23.56837410643368,-316.6074108216596,-308.4232319987233,-8.184178822936303,51.769999999999996,51.769999999999996,51.769999999999996,51.769999999999996,0.0,0.0,0.0,0.0,-34.90813648293977,75.50054805401112,74.87113582208102,0.0,12.0,-12.0,52.1346,52.8068,0.0,0.0,12122.654495863084,-49.03000000000001,47.105710106326335,-5.315397084548183,-1719845.1113262307,311903.27700281225,-1.2199039568148473,51.57656265785894,25.131962732872978,956.2547966231774,50.872,53.09022992496269,48.65377007503731,8.720828451653924,0.47700869534484525,0.0,0.0,51.56,50.992000000000004,52.128,-2.2032583397982846,1.1954225352112695,0.0,1.0,50.69,52.85,51.769999999999996,4.245950621166857,0.03703703703703947,0.0,0.0,35.68509754595868,0.0,0.0,0.0,-71.6867185064675,-35.12820512820508,3.7037037037039475,-131.49963689179353,-96.29629629629605,0.0,0.0,-0.735784617338801,-0.30233642306718256,-0.4334481942716184,-0.5868361667196078,-0.2530536244619523,-0.3337825422576555,50.494601206681125
52.23,2019-08-19,52.68,52.02,52.33,749300,-0.29716923535870876,-0.18466422942594946,-0.1125050059327593,51.06333333333333,51.06333333333333,51.43535067992125,51.73251991527996,0.17183883443994535,0.19891428104287764,-0.02707544660293229,-0.046662095165947465,7.0942560254172236,23.377040773100347,-314.03712103429547,-309.3588801713186,-4.67824086297685,51.769999999999996,51.769999999999996,51.769999999999996,51.769999999999996,0.0,0.0,0.0,0.0,52.0487264673312,75.50054805401112,74.87113582208102,0.0,12.0,-12.0,52.1346,52.764464000000004,0.0,0.0,12267.406210148796,3.1999999999999886,39.6259648883933,4.77073107038727,-814187.2487076425,86685.17186072128,0.06604246823931281,51.70592641643517,40.59226419195338,956.2547966231774,51.06333333333333,53.26165592618048,48.865010740486184,8.610180532073171,0.7175901457273492,0.0,0.0,51.690555555555555,51.15888888888889,52.22222222222222,-2.0571133776855848,0.19017763845349697,1.0,1.0,50.69,52.85,51.769999999999996,4.230041125399837,0.6157407407407421,0.0,0.0,53.235524400274564,0.0,0.0,0.0,-43.36818684480716,-2.065404475042987,61.57407407407422,3.24074074074097,-38.42592592592578,-0.19916666666667027,0.0,-0.5744341003403074,-0.3567559585218075,-0.21767814181849987,-0.4855796822226839,-0.2995588360140986,-0.18602084620858528,51.025490670128946
52.14,2019-08-20,52.57,51.9,52.25,836600,-0.23809065677885144,-0.19534951489652985,-0.04274114188232159,51.182857142857145,51.182857142857145,51.50683519070259,51.74492584748144,0.18371438128382334,0.20353712762658635,-0.019822746342763015,-0.05087835840722689,8.194661552414345,23.257516963576535,-312.4314895344736,-309.79782436605507,-2.6336651684185313,51.769999999999996,51.769999999999996,51.769999999999996,51.769999999999996,0.0,0.0,0.0,0.0,40.049751243781266,75.50054805401112,74.87113582208102,0.0,12.0,-12.0,52.1346,52.72297472,0.0,0.0,12433.602460148797,-48.94000000000001,34.373555402379736,3.195369488903341,58304.56463367792,81955.07065621407,-0.054234348369689434,51.782910262081174,33.66591046010821,954.0489032053614,51.182857142857145,53.30066501990398,49.06504926581031,8.275457820323687,0.6693125389029313,0.0,0.0,51.76904761904762,51.26761904761905,52.27047619047619,-1.9371751828174495,0.3694207027540368,1.0,1.0,50.69,52.85,51.769999999999996,4.220163001004808,0.5601851851851847,0.0,0.0,51.77485845158623,0.0,0.0,0.0,-30.44547477570445,-3.773584905660414,56.01851851851846,40.43209876543221,-43.98148148148154,-0.32014285714286217,0.0,-0.46012367952874345,-0.37742950272319475,-0.08269417680554869,-0.4145380246205588,-0.32255467373539065,-0.09198335088516812,51.34006562338556
52.8,2019-08-21,53.09,52.45,52.78,1186000,-0.14521609342678232,-0.18532283060258037,0.040106737175798046,51.34125,51.34125,51.65193746905604,51.79715356248282,0.18342158222846533,0.22384226423807146,-0.040420682009606135,-0.05003508866381366,9.220158719212497,23.099124106433678,-310.30370795029745,-309.86105981408537,-0.4426481362120853,51.769999999999996,51.769999999999996,51.769999999999996,51.769999999999996,0.0,0.0,0.0,0.0,75.09680865269101,75.50054805401112,74.87113582208102,0.0,12.0,-12.0,50.69,52.72297472,1.0,0.0,12598.815363374602,3.859999999999985,30.393745448650495,6.887459561917181,-308238.6363636399,26213.112510520634,0.505303223884645,51.909066631284375,43.524131723009525,954.0489032053614,51.34125,53.49228318198488,49.190216818015124,8.379356490092775,0.7577249875282944,0.0,0.0,51.89458333333333,51.41708333333333,52.372083333333336,-1.8402691353465062,-0.08158813263525279,1.0,0.0,50.69,52.85,51.769999999999996,4.207143378862034,0.8148148148148158,0.0,0.0,57.52698680009147,0.0,0.0,0.0,-19.169239183789724,4.016294162664464,81.48148148148158,66.3580246913581,-18.51851851851842,-0.274249999999995,0.0,-0.28035535437600523,-0.3580146730537569,0.07765931867775167,-0.25297792110464523,-0.3086393232092416,0.05566140210459636,51.72745362157593
51.86,2019-08-22,52.79,51.55,52.77,1507700,-0.1425911096788397,-0.17677648641783225,0.03418537673899255,51.364444444444445,51.364444444444445,51.63625478150895,51.77884589118779,0.19207280538374005,0.22162246775046912,-0.029549662366729068,-0.049113466227130906,10.079479769423646,23.075929661989235,-309.9921237498838,-309.87562247361853,-0.11650127626523954,51.769999999999996,51.769999999999996,51.769999999999996,51.769999999999996,0.0,0.0,0.0,0.0,38.66485936970595,75.50054805401112,74.87113582208102,0.0,12.0,-12.0,50.7318,52.72297472,0.0,0.0,18977.59536337589,-48.000000000000014,40.691271845653525,-0.7641775183567425,5977.63208638528,23683.677457503713,-0.3845728485653156,51.960320982889485,38.017212607770624,937.6781879930671,51.364444444444445,53.39669795249595,49.33219093639294,7.913075007555392,0.5456526596756771,0.0,0.0,51.947407407407404,51.52074074074074,52.37407407407407,-1.642687048154113,0.9657118055555598,1.0,1.0,50.69,52.85,51.769999999999996,4.2052435753223225,0.3981481481481472,0.0,0.0,47.53535727479155,0.0,0.0,0.0,-16.1023121765871,-7.753862213577179,39.81481481481472,59.10493827160493,-60.18518518518528,0.1451111111111132,0.0,-0.2753848743142944,-0.34148871330586444,0.06610383899157002,-0.26756827586385556,-0.3004251137401644,0.03285683787630883,51.66188361336527
49.26,2019-08-23,51.44,49.06,51.34,1802700,-0.3375420072019182,-0.20892959057464944,-0.12861241662726874,51.134,51.134,51.239907892046034,51.57744989924795,0.23907671089911023,0.264418175373772,-0.025341464474661762,-0.05743592164919087,10.85811793730489,23.30637410643368,-313.0878153985442,-311.37719711130046,-1.710618287243733,51.735,51.769999999999996,51.7525,51.769999999999996,0.0,0.0,0.0,0.0,-98.10971291605352,75.50054805401112,74.87113582208102,0.0,12.0,-12.0,50.772764,52.72297472,0.0,0.0,21273.111363376018,-97.26000000000002,41.25574308311229,-18.177495015734312,282176.20787655737,52405.06972628745,-2.7639598514751076,51.831640873477625,34.06099498159112,892.3858759057202,51.134,53.5065125921689,48.7614874078311,9.279589283720822,0.06291064442697236,0.0,0.0,51.814,51.42,52.208000000000006,-1.520824487590234,3.994923857868005,0.0,1.0,50.69,52.85,51.769999999999996,4.224195251691641,-0.7546296296296262,0.8099999999999987,0.0,31.324884151589714,0.0,0.0,0.0,-22.81081573849133,-20.944574551131975,-75.46296296296262,15.2777777777779,-175.46296296296262,0.25,0.0,-0.6544371772184879,-0.4040784060883892,-0.25035877113009875,-0.6761158176924975,-0.375563254530631,-0.3005525631618665,50.69506862451612
